"","ID","model","term","estimate","conf.low","conf.high","statistic","p.value"
"467","2","22","OF",1.36,0.26,7.1,0.36,0.72
"468","2","22","SCS",0.2,0.05,0.86,-2.16,0.03
"469","2","23","AR",0.09,0.01,0.68,-2.34,0.02
"470","2","23","BC",0,0,0,-0.01,0.99
"471","2","23","BECCS",0.86,0.3,2.45,-0.28,0.78
"472","2","23","Biochar",1.93,1.09,3.43,2.24,0.02
"473","2","23","DAC",3.6,2.04,6.34,4.43,0
"474","2","23","EW",2.66,0.87,8.07,1.72,0.09
"475","2","23","General",0.82,0.46,1.49,-0.64,0.52
"476","2","23","OF",0.96,0.17,5.27,-0.05,0.96
"477","2","23","SCS",0.22,0.05,0.97,-2,0.05
"478","2","24","AR",0.11,0.01,0.83,-2.14,0.03
"479","2","24","BC",0,0,0,-0.01,0.99
"480","2","24","BECCS",0.77,0.27,2.23,-0.47,0.64
"481","2","24","Biochar",2.29,1.28,4.11,2.79,0.01
"482","2","24","DAC",3.69,2.11,6.46,4.58,0
"483","2","24","EW",2.37,0.79,7.14,1.53,0.13
"484","2","24","General",1.04,0.58,1.88,0.14,0.89
"485","2","24","OF",1.28,0.24,6.9,0.29,0.78
"486","2","24","SCS",0.29,0.07,1.24,-1.68,0.09
"487","2","25","AR",0.1,0.01,0.73,-2.26,0.02
"488","2","25","BC",0,0,0,-0.01,0.99
"489","2","25","BECCS",0.83,0.29,2.39,-0.34,0.74
"490","2","25","Biochar",1.98,1.11,3.54,2.3,0.02
"491","2","25","DAC",3.7,2.11,6.52,4.54,0
"492","2","25","EW",2.54,0.84,7.74,1.64,0.1
"493","2","25","General",1.02,0.57,1.84,0.07,0.95
"494","2","25","OF",1.63,0.31,8.62,0.58,0.56
"495","2","25","SCS",0.24,0.05,1.05,-1.89,0.06
"496","2","26","AR",0.11,0.01,0.8,-2.17,0.03
"497","2","26","BC",0,0,0,-0.01,0.99
"498","2","26","BECCS",0.94,0.33,2.72,-0.11,0.92
"499","2","26","Biochar",2.15,1.2,3.83,2.59,0.01
"500","2","26","DAC",4.26,2.41,7.53,5,0
"501","2","26","EW",2.92,0.96,8.93,1.88,0.06
"502","2","26","General",1.13,0.62,2.06,0.41,0.68
"503","2","26","OF",1.23,0.22,7,0.24,0.81
"504","2","26","SCS",0.25,0.06,1.08,-1.85,0.06
"505","2","27","AR",0.08,0.01,0.6,-2.46,0.01
"506","2","27","BC",0,0,0,-0.01,0.99
"507","2","27","BECCS",0.82,0.29,2.31,-0.37,0.71
"508","2","27","Biochar",1.83,1.04,3.21,2.11,0.03
"509","2","27","DAC",3.51,2.03,6.1,4.47,0
"510","2","27","EW",2.19,0.75,6.42,1.43,0.15
"511","2","27","General",0.82,0.46,1.47,-0.65,0.51
"512","2","27","OF",1.22,0.23,6.45,0.23,0.81
"513","2","27","SCS",0.22,0.05,0.94,-2.05,0.04
"514","2","28","AR",0.09,0.01,0.68,-2.33,0.02
"515","2","28","BC",0,0,0,-0.01,0.99
"516","2","28","BECCS",0.59,0.2,1.73,-0.96,0.34
"517","2","28","Biochar",1.78,1,3.18,1.95,0.05
"518","2","28","DAC",2.72,1.55,4.79,3.47,0
"519","2","28","EW",2.07,0.66,6.5,1.24,0.21
"520","2","28","General",0.86,0.47,1.56,-0.49,0.62
"521","2","28","OF",1.68,0.3,9.42,0.59,0.55
"522","2","28","SCS",0.23,0.05,1,-1.97,0.05
"523","2","29","AR",0.11,0.02,0.84,-2.13,0.03
"524","2","29","BC",0,0,0,-0.01,0.99
"525","2","29","BECCS",0.88,0.31,2.54,-0.23,0.82
"526","2","29","Biochar",2.31,1.29,4.11,2.83,0
"527","2","29","DAC",3.69,2.1,6.5,4.53,0
"528","2","29","EW",2.63,0.86,8.01,1.7,0.09
"529","2","29","General",1.05,0.58,1.9,0.15,0.88
"530","2","29","OF",1.3,0.24,7.02,0.31,0.76
"531","2","29","SCS",0.29,0.07,1.27,-1.64,0.1
"532","2","30","AR",0.09,0.01,0.68,-2.33,0.02
"533","2","30","BC",0,0,0,-0.01,0.99
"534","2","30","BECCS",0.75,0.26,2.22,-0.51,0.61
"535","2","30","Biochar",2.17,1.22,3.85,2.65,0.01
"536","2","30","DAC",3.72,2.1,6.6,4.49,0
"537","2","30","EW",2.69,0.87,8.37,1.71,0.09
"538","2","30","General",0.92,0.51,1.67,-0.27,0.79
"539","2","30","OF",1.46,0.26,8.2,0.43,0.67
"540","2","30","SCS",0.25,0.06,1.08,-1.85,0.06
"541","3","1","AR",1.92,1.42,2.6,4.24,0
"542","3","1","BC",3.84,2.24,6.6,4.87,0
"543","3","1","BECCS",3.44,2.11,5.61,4.95,0
"544","3","1","Biochar",0.94,0.65,1.36,-0.33,0.74
"545","3","1","DAC",2.42,1.49,3.93,3.55,0
"546","3","1","EW",3.83,1.98,7.43,3.98,0
"547","3","1","General",2.02,1.56,2.6,5.41,0
"548","3","1","OF",1.45,0.73,2.87,1.05,0.29
"549","3","1","SCS",2.68,1.9,3.78,5.64,0
"550","3","2","AR",2.46,1.81,3.34,5.75,0
"551","3","2","BC",4.74,2.76,8.15,5.64,0
"552","3","2","BECCS",4.03,2.46,6.59,5.54,0
"553","3","2","Biochar",1.22,0.84,1.77,1.04,0.3
"554","3","2","DAC",3.18,1.93,5.23,4.56,0
"555","3","2","EW",4.43,2.28,8.61,4.39,0
"556","3","2","General",2.52,1.95,3.26,7.05,0
"557","3","2","OF",1.93,0.99,3.77,1.92,0.05
"558","3","2","SCS",3.44,2.43,4.86,6.97,0
"559","3","3","AR",2.45,1.8,3.32,5.74,0
"560","3","3","BC",4.57,2.67,7.82,5.53,0
"561","3","3","BECCS",3.93,2.42,6.4,5.51,0
"562","3","3","Biochar",1.18,0.81,1.71,0.86,0.39
"563","3","3","DAC",2.81,1.72,4.61,4.11,0
"564","3","3","EW",4.24,2.18,8.26,4.26,0
"565","3","3","General",2.41,1.87,3.12,6.72,0
"566","3","3","OF",1.77,0.89,3.51,1.64,0.1
"567","3","3","SCS",3.35,2.37,4.73,6.84,0
"568","3","4","AR",2.64,1.94,3.59,6.19,0
"569","3","4","BC",4.88,2.85,8.38,5.76,0
"570","3","4","BECCS",4.1,2.51,6.71,5.62,0
"571","3","4","Biochar",1.19,0.82,1.73,0.91,0.37
"572","3","4","DAC",2.96,1.8,4.85,4.3,0
"573","3","4","EW",4.16,2.15,8.06,4.23,0
"574","3","4","General",2.56,1.97,3.31,7.11,0
"575","3","4","OF",1.47,0.73,2.93,1.08,0.28
"576","3","4","SCS",3.48,2.46,4.92,7.02,0
"577","3","5","AR",2.85,2.1,3.87,6.68,0
"578","3","5","BC",5.1,2.97,8.77,5.89,0
"579","3","5","BECCS",4.31,2.65,7.01,5.88,0
"580","3","5","Biochar",1.3,0.9,1.89,1.39,0.17
"581","3","5","DAC",3.26,1.98,5.37,4.65,0
"582","3","5","EW",4.45,2.3,8.59,4.44,0
"583","3","5","General",2.74,2.12,3.55,7.67,0
"584","3","5","OF",1.81,0.92,3.55,1.72,0.08
"585","3","5","SCS",3.78,2.68,5.35,7.55,0
"586","3","6","AR",2.45,1.81,3.32,5.77,0
"587","3","6","BC",4.39,2.56,7.53,5.38,0
"588","3","6","BECCS",3.52,2.15,5.77,5.02,0
"589","3","6","Biochar",1.16,0.8,1.68,0.8,0.42
"590","3","6","DAC",2.73,1.66,4.5,3.94,0
"591","3","6","EW",4,2.06,7.78,4.09,0
"592","3","6","General",2.36,1.82,3.05,6.55,0
"593","3","6","OF",1.49,0.75,2.96,1.15,0.25
"594","3","6","SCS",3.19,2.26,4.51,6.58,0
"595","3","7","AR",2.39,1.76,3.23,5.61,0
"596","3","7","BC",4.61,2.68,7.92,5.53,0
"597","3","7","BECCS",3.84,2.36,6.26,5.4,0
"598","3","7","Biochar",1.14,0.79,1.65,0.72,0.47
"599","3","7","DAC",2.83,1.71,4.66,4.07,0
"600","3","7","EW",3.9,2.01,7.58,4.02,0
"601","3","7","General",2.39,1.85,3.09,6.63,0
"602","3","7","OF",1.39,0.71,2.73,0.96,0.34
"603","3","7","SCS",3.27,2.31,4.63,6.69,0
"604","3","8","AR",2.45,1.8,3.33,5.73,0
"605","3","8","BC",4.69,2.72,8.07,5.57,0
"606","3","8","BECCS",3.95,2.42,6.43,5.52,0
"607","3","8","Biochar",1.19,0.82,1.72,0.9,0.37
"608","3","8","DAC",3.11,1.9,5.07,4.53,0
"609","3","8","EW",4.27,2.2,8.27,4.3,0
"610","3","8","General",2.54,1.96,3.28,7.06,0
"611","3","8","OF",1.73,0.87,3.44,1.57,0.12
"612","3","8","SCS",3.46,2.45,4.9,7,0
"613","3","9","AR",2.23,1.65,3.02,5.23,0
"614","3","9","BC",3.93,2.3,6.71,5.01,0
"615","3","9","BECCS",3.19,1.96,5.18,4.69,0
"616","3","9","Biochar",0.99,0.68,1.44,-0.05,0.96
"617","3","9","DAC",2.48,1.52,4.05,3.64,0
"618","3","9","EW",3.51,1.8,6.82,3.7,0
"619","3","9","General",2.17,1.69,2.8,6.02,0
"620","3","9","OF",1.91,0.98,3.72,1.89,0.06
"621","3","9","SCS",2.93,2.09,4.13,6.18,0
"622","3","10","AR",2.8,2.06,3.81,6.56,0
"623","3","10","BC",5.3,3.08,9.14,6.01,0
"624","3","10","BECCS",4.28,2.62,6.99,5.81,0
"625","3","10","Biochar",1.24,0.85,1.8,1.12,0.26
"626","3","10","DAC",3.13,1.91,5.15,4.51,0
"627","3","10","EW",4.61,2.37,9,4.49,0
"628","3","10","General",2.67,2.06,3.47,7.38,0
"629","3","10","OF",1.92,0.97,3.82,1.87,0.06
"630","3","10","SCS",3.78,2.67,5.35,7.49,0
"631","3","11","AR",2.64,1.94,3.58,6.2,0
"632","3","11","BC",4.93,2.86,8.51,5.73,0
"633","3","11","BECCS",4.18,2.55,6.84,5.68,0
"634","3","11","Biochar",1.18,0.81,1.71,0.86,0.39
"635","3","11","DAC",3.01,1.83,4.95,4.33,0
"636","3","11","EW",4.49,2.31,8.71,4.44,0
"637","3","11","General",2.56,1.98,3.31,7.12,0
"638","3","11","OF",1.92,0.97,3.78,1.88,0.06
"639","3","11","SCS",3.53,2.49,5.01,7.11,0
"640","3","12","AR",2.56,1.89,3.46,6.06,0
"641","3","12","BC",4.49,2.62,7.72,5.45,0
"642","3","12","BECCS",4.04,2.48,6.57,5.61,0
"643","3","12","Biochar",1.1,0.76,1.6,0.5,0.62
"644","3","12","DAC",2.97,1.82,4.86,4.34,0
"645","3","12","EW",4.31,2.21,8.41,4.28,0
"646","3","12","General",2.38,1.84,3.07,6.64,0
"647","3","12","OF",1.88,0.96,3.72,1.83,0.07
"648","3","12","SCS",3.27,2.31,4.62,6.72,0
"649","3","13","AR",2.3,1.7,3.12,5.38,0
"650","3","13","BC",4.41,2.58,7.54,5.43,0
"651","3","13","BECCS",3.44,2.11,5.62,4.95,0
"652","3","13","Biochar",1.1,0.76,1.59,0.5,0.62
"653","3","13","DAC",2.56,1.57,4.18,3.76,0
"654","3","13","EW",3.74,1.93,7.23,3.91,0
"655","3","13","General",2.36,1.83,3.05,6.59,0
"656","3","13","OF",1.59,0.82,3.1,1.37,0.17
"657","3","13","SCS",3.11,2.2,4.4,6.41,0
"658","3","14","AR",2.25,1.66,3.05,5.2,0
"659","3","14","BC",4.38,2.54,7.56,5.3,0
"660","3","14","BECCS",3.76,2.3,6.14,5.28,0
"661","3","14","Biochar",1.12,0.78,1.63,0.62,0.53
"662","3","14","DAC",2.68,1.63,4.4,3.89,0
"663","3","14","EW",4.06,2.08,7.92,4.11,0
"664","3","14","General",2.24,1.73,2.9,6.14,0
"665","3","14","OF",1.61,0.82,3.14,1.39,0.16
"666","3","14","SCS",3.13,2.21,4.42,6.43,0
"667","3","15","AR",2.46,1.81,3.35,5.76,0
"668","3","15","BC",4.93,2.86,8.51,5.74,0
"669","3","15","BECCS",3.55,2.17,5.79,5.06,0
"670","3","15","Biochar",1.13,0.78,1.64,0.63,0.53
"671","3","15","DAC",2.39,1.46,3.93,3.44,0
"672","3","15","EW",3.69,1.88,7.21,3.81,0
"673","3","15","General",2.39,1.85,3.1,6.61,0
"674","3","15","OF",1.53,0.77,3.04,1.2,0.23
"675","3","15","SCS",3.29,2.32,4.66,6.72,0
"676","3","16","AR",2.53,1.87,3.42,6.01,0
"677","3","16","BC",4.43,2.59,7.59,5.43,0
"678","3","16","BECCS",3.86,2.38,6.27,5.45,0
"679","3","16","Biochar",1.12,0.77,1.63,0.61,0.54
"680","3","16","DAC",3.01,1.84,4.93,4.38,0
"681","3","16","EW",3.76,1.93,7.34,3.88,0
"682","3","16","General",2.46,1.91,3.18,6.9,0
"683","3","16","OF",1.99,1.03,3.85,2.04,0.04
"684","3","16","SCS",3.32,2.35,4.69,6.83,0
"685","3","17","AR",2.61,1.92,3.55,6.15,0
"686","3","17","BC",4.72,2.74,8.11,5.6,0
"687","3","17","BECCS",4.01,2.46,6.52,5.58,0
"688","3","17","Biochar",1.18,0.81,1.71,0.86,0.39
"689","3","17","DAC",2.77,1.69,4.55,4.04,0
"690","3","17","EW",4.25,2.19,8.21,4.29,0
"691","3","17","General",2.53,1.95,3.27,7.04,0
"692","3","17","OF",1.66,0.84,3.28,1.46,0.15
"693","3","17","SCS",3.49,2.46,4.95,7.02,0
"694","3","18","AR",2.32,1.71,3.15,5.4,0
"695","3","18","BC",4.76,2.76,8.21,5.62,0
"696","3","18","BECCS",3.77,2.31,6.17,5.29,0
"697","3","18","Biochar",1.08,0.75,1.57,0.42,0.68
"698","3","18","DAC",2.53,1.54,4.14,3.66,0
"699","3","18","EW",3.8,1.96,7.38,3.94,0
"700","3","18","General",2.27,1.76,2.94,6.28,0
"701","3","18","OF",1.44,0.73,2.83,1.06,0.29
"702","3","18","SCS",3.11,2.2,4.4,6.4,0
"703","3","19","AR",2.51,1.86,3.39,5.98,0
"704","3","19","BC",4.38,2.56,7.5,5.4,0
"705","3","19","BECCS",3.71,2.28,6.03,5.29,0
"706","3","19","Biochar",1.08,0.74,1.57,0.41,0.69
"707","3","19","DAC",2.69,1.63,4.44,3.87,0
"708","3","19","EW",3.87,1.99,7.49,4,0
"709","3","19","General",2.44,1.88,3.15,6.8,0
"710","3","19","OF",1.65,0.84,3.23,1.46,0.15
"711","3","19","SCS",3.31,2.34,4.66,6.82,0
"712","3","20","AR",2.55,1.88,3.46,6,0
"713","3","20","BC",4.58,2.67,7.87,5.52,0
"714","3","20","BECCS",3.96,2.43,6.46,5.51,0
"715","3","20","Biochar",1.26,0.87,1.82,1.22,0.22
"716","3","20","DAC",3.05,1.86,5,4.43,0
"717","3","20","EW",4.37,2.25,8.48,4.35,0
"718","3","20","General",2.54,1.97,3.29,7.11,0
"719","3","20","OF",1.57,0.79,3.11,1.29,0.2
"720","3","20","SCS",3.52,2.49,4.97,7.13,0
"721","3","21","AR",2.43,1.79,3.29,5.73,0
"722","3","21","BC",4.64,2.7,7.97,5.55,0
"723","3","21","BECCS",3.54,2.16,5.8,5.03,0
"724","3","21","Biochar",1.22,0.84,1.77,1.05,0.29
"725","3","21","DAC",3,1.83,4.93,4.34,0
"726","3","21","EW",4.2,2.16,8.15,4.24,0
"727","3","21","General",2.44,1.89,3.15,6.81,0
"728","3","21","OF",1.9,0.97,3.73,1.86,0.06
"729","3","21","SCS",3.34,2.36,4.72,6.82,0
"730","3","22","AR",2.5,1.84,3.4,5.86,0
"731","3","22","BC",4.66,2.72,7.98,5.61,0
"732","3","22","BECCS",3.95,2.42,6.44,5.5,0
"733","3","22","Biochar",1.28,0.88,1.85,1.29,0.2
"734","3","22","DAC",2.82,1.7,4.67,4.03,0
"735","3","22","EW",3.89,1.99,7.6,3.98,0
"736","3","22","General",2.54,1.96,3.28,7.09,0
"737","3","22","OF",1.53,0.78,3.01,1.24,0.22
"738","3","22","SCS",3.48,2.46,4.92,7.04,0
"739","3","23","AR",2.64,1.95,3.59,6.22,0
"740","3","23","BC",5.04,2.92,8.69,5.82,0
"741","3","23","BECCS",4.23,2.6,6.89,5.8,0
"742","3","23","Biochar",1.24,0.85,1.8,1.13,0.26
"743","3","23","DAC",2.71,1.64,4.49,3.89,0
"744","3","23","EW",4.43,2.28,8.6,4.39,0
"745","3","23","General",2.53,1.95,3.28,7.01,0
"746","3","23","OF",1.5,0.76,2.96,1.17,0.24
"747","3","23","SCS",3.67,2.59,5.22,7.27,0
"748","3","24","AR",2.44,1.8,3.31,5.71,0
"749","3","24","BC",4.64,2.69,8.01,5.51,0
"750","3","24","BECCS",3.99,2.44,6.51,5.54,0
"751","3","24","Biochar",1.12,0.78,1.63,0.62,0.54
"752","3","24","DAC",2.69,1.63,4.42,3.9,0
"753","3","24","EW",4.02,2.07,7.8,4.11,0
"754","3","24","General",2.37,1.83,3.07,6.54,0
"755","3","24","OF",1.25,0.63,2.46,0.64,0.53
"756","3","24","SCS",3.27,2.31,4.63,6.66,0
"757","3","25","AR",2.45,1.8,3.33,5.71,0
"758","3","25","BC",4.63,2.69,7.98,5.52,0
"759","3","25","BECCS",4.21,2.58,6.87,5.76,0
"760","3","25","Biochar",1.15,0.79,1.67,0.74,0.46
"761","3","25","DAC",2.9,1.77,4.74,4.23,0
"762","3","25","EW",4.34,2.25,8.37,4.38,0
"763","3","25","General",2.49,1.92,3.21,6.94,0
"764","3","25","OF",2.11,1.07,4.15,2.15,0.03
"765","3","25","SCS",3.35,2.36,4.75,6.78,0
"766","3","26","AR",2.56,1.89,3.46,6.04,0
"767","3","26","BC",4.86,2.84,8.33,5.75,0
"768","3","26","BECCS",4.18,2.56,6.82,5.73,0
"769","3","26","Biochar",1.18,0.81,1.71,0.88,0.38
"770","3","26","DAC",2.99,1.81,4.93,4.3,0
"771","3","26","EW",4.19,2.16,8.1,4.25,0
"772","3","26","General",2.48,1.92,3.2,6.92,0
"773","3","26","OF",1.56,0.78,3.12,1.25,0.21
"774","3","26","SCS",3.44,2.43,4.86,6.97,0
"775","3","27","AR",2.59,1.91,3.52,6.09,0
"776","3","27","BC",4.77,2.77,8.21,5.65,0
"777","3","27","BECCS",3.94,2.43,6.4,5.54,0
"778","3","27","Biochar",1.17,0.81,1.7,0.85,0.4
"779","3","27","DAC",2.89,1.76,4.74,4.19,0
"780","3","27","EW",4.46,2.29,8.7,4.38,0
"781","3","27","General",2.48,1.92,3.2,6.93,0
"782","3","27","OF",2.19,1.12,4.29,2.3,0.02
"783","3","27","SCS",3.37,2.39,4.75,6.91,0
"784","3","28","AR",2.56,1.89,3.48,6.05,0
"785","3","28","BC",4.76,2.78,8.12,5.71,0
"786","3","28","BECCS",3.7,2.27,6.05,5.23,0
"787","3","28","Biochar",1.22,0.84,1.77,1.06,0.29
"788","3","28","DAC",2.53,1.54,4.16,3.67,0
"789","3","28","EW",3.95,2.04,7.63,4.09,0
"790","3","28","General",2.52,1.95,3.26,7.06,0
"791","3","28","OF",1.71,0.87,3.33,1.56,0.12
"792","3","28","SCS",3.37,2.38,4.77,6.84,0
"793","3","29","AR",2.6,1.91,3.55,6.05,0
"794","3","29","BC",5.22,3.01,9.05,5.88,0
"795","3","29","BECCS",4.06,2.48,6.63,5.59,0
"796","3","29","Biochar",1.23,0.85,1.79,1.11,0.27
"797","3","29","DAC",2.9,1.76,4.78,4.19,0
"798","3","29","EW",4.09,2.1,7.96,4.14,0
"799","3","29","General",2.65,2.04,3.44,7.35,0
"800","3","29","OF",1.64,0.83,3.22,1.42,0.15
"801","3","29","SCS",3.58,2.52,5.08,7.15,0
"802","3","30","AR",2.3,1.69,3.12,5.34,0
"803","3","30","BC",4.34,2.54,7.43,5.35,0
"804","3","30","BECCS",3.7,2.27,6.03,5.25,0
"805","3","30","Biochar",1.09,0.76,1.58,0.47,0.64
"806","3","30","DAC",2.57,1.56,4.24,3.69,0
"807","3","30","EW",4.16,2.16,8.01,4.26,0
"808","3","30","General",2.33,1.8,3.01,6.48,0
"809","3","30","OF",1.72,0.86,3.41,1.54,0.12
"810","3","30","SCS",3.21,2.27,4.53,6.59,0
"811","4","1","AR",1.08,0.79,1.48,0.5,0.62
"812","4","1","BC",2.97,1.52,5.79,3.19,0
"813","4","1","BECCS",3.5,1.96,6.25,4.23,0
"814","4","1","Biochar",1.14,0.83,1.56,0.8,0.42
"815","4","1","DAC",2.08,1.32,3.26,3.17,0
"816","4","1","EW",3.2,1.45,7.05,2.88,0
"817","4","1","General",1.2,0.93,1.54,1.4,0.16
"818","4","1","OF",1.71,0.83,3.52,1.47,0.14
"819","4","1","SCS",1.24,0.87,1.77,1.17,0.24
"820","4","2","AR",1.15,0.84,1.58,0.89,0.37
"821","4","2","BC",2.9,1.49,5.65,3.14,0
"822","4","2","BECCS",3.88,2.15,6.99,4.51,0
"823","4","2","Biochar",1.3,0.95,1.79,1.66,0.1
"824","4","2","DAC",2.7,1.7,4.3,4.19,0
"825","4","2","EW",3.71,1.67,8.25,3.21,0
"826","4","2","General",1.32,1.03,1.7,2.15,0.03
"827","4","2","OF",2.06,0.99,4.26,1.95,0.05
"828","4","2","SCS",1.35,0.94,1.93,1.62,0.11
"829","4","3","AR",1.13,0.83,1.55,0.79,0.43
"830","4","3","BC",2.91,1.5,5.64,3.16,0
"831","4","3","BECCS",3.77,2.12,6.71,4.51,0
"832","4","3","Biochar",1.24,0.9,1.69,1.33,0.18
"833","4","3","DAC",2.43,1.54,3.84,3.82,0
"834","4","3","EW",3.52,1.58,7.84,3.07,0
"835","4","3","General",1.26,0.98,1.62,1.8,0.07
"836","4","3","OF",1.99,0.96,4.13,1.85,0.06
"837","4","3","SCS",1.27,0.89,1.82,1.32,0.19
"838","4","4","AR",1,0.73,1.36,-0.03,0.98
"839","4","4","BC",2.6,1.34,5.05,2.81,0
"840","4","4","BECCS",3.19,1.79,5.71,3.92,0
"841","4","4","Biochar",1.07,0.78,1.47,0.45,0.66
"842","4","4","DAC",2.18,1.38,3.45,3.34,0
"843","4","4","EW",3.13,1.4,6.97,2.79,0.01
"844","4","4","General",1.13,0.88,1.45,0.93,0.35
"845","4","4","OF",1.41,0.68,2.91,0.93,0.35
"846","4","4","SCS",1.12,0.79,1.6,0.63,0.53
"847","4","5","AR",1.02,0.75,1.39,0.15,0.88
"848","4","5","BC",2.67,1.38,5.15,2.92,0
"849","4","5","BECCS",3.25,1.83,5.77,4.02,0
"850","4","5","Biochar",1.14,0.84,1.56,0.85,0.4
"851","4","5","DAC",2.18,1.38,3.43,3.36,0
"852","4","5","EW",3.1,1.4,6.84,2.8,0.01
"853","4","5","General",1.15,0.9,1.48,1.12,0.26
"854","4","5","OF",1.33,0.65,2.7,0.79,0.43
"855","4","5","SCS",1.16,0.81,1.65,0.81,0.42
"856","4","6","AR",1.2,0.88,1.64,1.15,0.25
"857","4","6","BC",3.18,1.63,6.19,3.4,0
"858","4","6","BECCS",3.99,2.22,7.18,4.63,0
"859","4","6","Biochar",1.33,0.97,1.82,1.77,0.08
"860","4","6","DAC",2.42,1.54,3.82,3.81,0
"861","4","6","EW",3.69,1.66,8.23,3.2,0
"862","4","6","General",1.31,1.02,1.68,2.09,0.04
"863","4","6","OF",1.89,0.92,3.91,1.72,0.09
"864","4","6","SCS",1.37,0.95,1.96,1.7,0.09
"865","4","7","AR",1.16,0.85,1.58,0.94,0.35
"866","4","7","BC",3.09,1.59,5.97,3.34,0
"867","4","7","BECCS",3.74,2.11,6.64,4.51,0
"868","4","7","Biochar",1.26,0.92,1.72,1.45,0.15
"869","4","7","DAC",2.4,1.52,3.79,3.75,0
"870","4","7","EW",3.42,1.55,7.53,3.05,0
"871","4","7","General",1.28,0.99,1.64,1.91,0.06
"872","4","7","OF",1.57,0.77,3.19,1.24,0.21
"873","4","7","SCS",1.31,0.91,1.87,1.47,0.14
"874","4","8","AR",1.03,0.75,1.4,0.16,0.87
"875","4","8","BC",2.73,1.4,5.33,2.94,0
"876","4","8","BECCS",3.04,1.71,5.42,3.79,0
"877","4","8","Biochar",1.13,0.82,1.55,0.74,0.46
"878","4","8","DAC",1.92,1.22,3.03,2.82,0
"879","4","8","EW",3.27,1.47,7.27,2.91,0
"880","4","8","General",1.14,0.89,1.47,1.03,0.3
"881","4","8","OF",1.84,0.9,3.78,1.66,0.1
"882","4","8","SCS",1.17,0.82,1.68,0.87,0.39
"883","4","9","AR",0.99,0.72,1.34,-0.09,0.93
"884","4","9","BC",2.62,1.35,5.1,2.84,0
"885","4","9","BECCS",3.59,2.02,6.38,4.35,0
"886","4","9","Biochar",1.1,0.8,1.51,0.6,0.55
"887","4","9","DAC",2.13,1.35,3.36,3.23,0
"888","4","9","EW",3.13,1.4,7.01,2.78,0.01
"889","4","9","General",1.09,0.85,1.4,0.66,0.51
"890","4","9","OF",1.46,0.72,2.96,1.04,0.3
"891","4","9","SCS",1.15,0.8,1.64,0.75,0.45
"892","4","10","AR",1.05,0.77,1.44,0.31,0.76
"893","4","10","BC",2.78,1.43,5.42,3,0
"894","4","10","BECCS",3.62,2,6.53,4.26,0
"895","4","10","Biochar",1.19,0.87,1.64,1.09,0.27
"896","4","10","DAC",1.99,1.26,3.13,2.97,0
"897","4","10","EW",3.18,1.43,7.04,2.85,0
"898","4","10","General",1.16,0.9,1.49,1.16,0.25
"899","4","10","OF",1.1,0.54,2.22,0.26,0.8
"900","4","10","SCS",1.2,0.84,1.71,0.99,0.32
"901","4","11","AR",1.03,0.75,1.4,0.18,0.86
"902","4","11","BC",2.7,1.39,5.24,2.94,0
"903","4","11","BECCS",3.57,2,6.38,4.3,0
"904","4","11","Biochar",1.13,0.83,1.55,0.76,0.45
"905","4","11","DAC",2.26,1.43,3.57,3.5,0
"906","4","11","EW",3.39,1.53,7.52,3.01,0
"907","4","11","General",1.14,0.89,1.46,1.03,0.3
"908","4","11","OF",1.67,0.82,3.4,1.41,0.16
"909","4","11","SCS",1.19,0.83,1.7,0.93,0.35
"910","4","12","AR",0.91,0.67,1.25,-0.58,0.56
"911","4","12","BC",2.46,1.26,4.8,2.65,0.01
"912","4","12","BECCS",3.08,1.73,5.49,3.82,0
"913","4","12","Biochar",1.05,0.76,1.43,0.28,0.78
"914","4","12","DAC",1.97,1.25,3.1,2.94,0
"915","4","12","EW",2.89,1.29,6.47,2.58,0.01
"916","4","12","General",1.07,0.83,1.37,0.5,0.62
"917","4","12","OF",1.69,0.82,3.48,1.41,0.16
"918","4","12","SCS",1.07,0.74,1.52,0.35,0.73
"919","4","13","AR",1.11,0.81,1.51,0.65,0.52
"920","4","13","BC",3.02,1.56,5.86,3.27,0
"921","4","13","BECCS",3.34,1.88,5.95,4.1,0
"922","4","13","Biochar",1.22,0.89,1.67,1.22,0.22
"923","4","13","DAC",2.05,1.3,3.23,3.1,0
"924","4","13","EW",3.36,1.51,7.45,2.97,0
"925","4","13","General",1.22,0.95,1.56,1.55,0.12
"926","4","13","OF",1.76,0.88,3.54,1.6,0.11
"927","4","13","SCS",1.32,0.92,1.89,1.51,0.13
"928","4","14","AR",1,0.73,1.37,0,1
"929","4","14","BC",2.66,1.36,5.2,2.87,0
"930","4","14","BECCS",3.26,1.81,5.86,3.94,0
"931","4","14","Biochar",1.09,0.79,1.49,0.52,0.6
"932","4","14","DAC",2.15,1.36,3.39,3.28,0
"933","4","14","EW",3.1,1.38,6.96,2.74,0.01
"934","4","14","General",1.11,0.87,1.44,0.84,0.4
"935","4","14","OF",1.38,0.68,2.81,0.89,0.37
"936","4","14","SCS",1.18,0.82,1.69,0.9,0.37
"937","4","15","AR",1.07,0.78,1.47,0.43,0.67
"938","4","15","BC",2.73,1.39,5.35,2.93,0
"939","4","15","BECCS",3.38,1.88,6.09,4.06,0
"940","4","15","Biochar",1.22,0.89,1.67,1.22,0.22
"941","4","15","DAC",2.24,1.41,3.56,3.43,0
"942","4","15","EW",2.94,1.3,6.63,2.6,0.01
